code,name,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv,area,industry,fullname,enname,market,exchange,curr_type,list_status,list_date,delist_date
601998,中信银行,6.7609,6.2095,0.6955,1.8255,1.6193,4893481.083,3190517.8314,296625.002,30094908.6605,19621684.6631,北京,银行,中信银行股份有限公司,China CITIC Bank Corporation Limited,主板,SSE,CNY,L,20070427,
601999,出版传媒,16.8075,19.0525,1.3382,1.2748,1.1645,55091.47,55091.47,17340.5411,298044.8527,298044.8527,辽宁,出版业,北方联合出版传媒(集团)股份有限公司,Northern United Publishing & Media (Group) Company Limited,主板,SSE,CNY,L,20071221,
603000,人民网,95.4789,85.1629,6.9224,12.0577,10.593,110569.1056,110569.1056,48036.5035,2042211.3804,2042211.3804,北京,互联网,人民网股份有限公司,"People.cn Co.,Ltd",主板,SSE,CNY,L,20120427,
603001,奥康国际,25.9128,50.1968,0.9194,1.1661,1.2519,40098.0,40098.0,16929.2283,354867.3,354867.3,浙江,服饰,浙江奥康鞋业股份有限公司,"Zhejiang Aokang Shoes Co.,Ltd.",主板,SSE,CNY,L,20120426,
603002,宏昌电子,47.9169,51.1007,2.1204,1.3283,1.4281,61441.17,61441.17,36070.97,239620.563,239620.563,广东,化工原料,宏昌电子材料股份有限公司,Epoxy Base Electronic Material Corporation Limited,主板,SSE,CNY,L,20120518,
603003,龙宇燃油,52.6495,,0.8649,0.2086,0.2469,41653.2402,41653.2402,25874.9894,334475.5188,334475.5188,上海,石油贸易,上海龙宇燃油股份有限公司,"Shanghai Lonyer Fuels Co.,Ltd.",主板,SSE,CNY,L,20120817,
603005,晶方科技,76.856,59.0083,2.8408,9.6539,11.3384,22967.9455,22967.9455,12604.3789,546637.1029,546637.1029,江苏,半导体,苏州晶方半导体科技股份有限公司,"China Wafer Level Csp Co.,Ltd.",主板,SSE,CNY,L,20140210,
603006,联明股份,18.186,17.4734,1.6664,1.7925,1.8433,19107.8186,19107.8186,6978.9398,183817.2149,183817.2149,上海,汽车配件,上海联明机械股份有限公司,"Shanghai Lianming Machinery Co., Ltd.",主板,SSE,CNY,L,20140630,
603007,花王股份,21.8251,27.7141,1.9112,1.725,1.9268,33709.38,33337.5,12227.2812,218099.6886,215693.625,江苏,建筑工程,花王生态工程股份有限公司,Flower King Eco-Engineering Inc.,主板,SSE,CNY,L,20160826,
603008,喜临门,,,2.328,1.41,1.2913,39113.7787,38741.7787,32644.9052,593747.1607,588100.2007,浙江,家居用品,喜临门家具股份有限公司,"Xilinmen Furniture Co., Ltd",主板,SSE,CNY,L,20120717,
603009,北特科技,44.0531,80.0921,1.4222,1.9813,1.9711,35901.4653,32804.1393,15305.5415,247361.0959,226020.5198,上海,汽车配件,上海北特科技股份有限公司,"Shanghai Beite Technology Co.,Ltd.",主板,SSE,CNY,L,20140718,
603010,万盛股份,38.2569,36.628,3.2954,2.3735,2.043,34679.1324,34233.9324,18350.5983,411294.5103,406014.4383,浙江,化工原料,浙江万盛股份有限公司,"Zhejiang Wansheng Co.,Ltd",主板,SSE,CNY,L,20141010,
603011,合锻智能,42.4436,74.5763,1.3198,2.7338,2.9772,45307.4794,44894.9194,19462.0772,218382.0507,216393.5115,安徽,机床制造,合肥合锻智能制造股份有限公司,"Hefei Metalforming Intelligent Manufacturing Co., Ltd.",主板,SSE,CNY,L,20141107,
603012,创力集团,53.4744,40.7939,4.4159,6.9018,5.1283,63656.0,63656.0,46393.0864,1109524.08,1109524.08,上海,专用机械,上海创力集团股份有限公司,"Shanghai Chuangli Group Co.,Ltd.",主板,SSE,CNY,L,20150320,
603013,亚普股份,25.9186,22.154,2.7468,1.1013,1.0298,51000.0,6000.0,6000.0,864450.0,101700.0,江苏,汽车配件,亚普汽车部件股份有限公司,"Yapp Automotive Systems Co.,Ltd.",主板,SSE,CNY,L,20180509,
603015,弘讯科技,40.5615,108.9493,1.997,3.4794,4.3238,40708.8,40421.9,16689.13,238553.568,236872.334,浙江,电气设备,宁波弘讯科技股份有限公司,"Ningbo Techmation Co., Ltd.",主板,SSE,CNY,L,20150303,
603016,新宏泰,31.8021,32.0767,2.3814,4.6845,4.4911,14816.0,14816.0,5126.0,194830.4,194830.4,江苏,电气设备,无锡新宏泰电器科技股份有限公司,"Wuxi New Hongtai Electrical Technology Co.,Ltd",主板,SSE,CNY,L,20160701,
603017,中衡设计,16.798,15.194,1.5727,1.5141,1.4288,27511.4728,26992.687,14872.1148,282542.8257,277214.8955,江苏,建筑工程,中衡设计集团股份有限公司,"ARTS Group Co.,Ltd",主板,SSE,CNY,L,20141231,
603018,中设集团,11.9091,10.5832,1.7852,1.1237,1.0957,46437.264,45997.52,45997.52,471802.6022,467334.8032,江苏,建筑工程,中设设计集团股份有限公司,"China Design Group Co.,Ltd.",主板,SSE,CNY,L,20141013,
603019,中科曙光,68.8292,58.5326,7.7443,3.2724,2.8553,90030.889,90030.889,66869.8062,2963816.8659,2963816.8659,天津,IT设备,曙光信息产业股份有限公司,"Dawning Information Industry Co., Ltd",主板,SSE,CNY,L,20141106,
603020,爱普股份,22.5427,18.2547,1.1964,0.9934,0.9937,32000.0,32000.0,17106.0,248320.0,248320.0,上海,食品,爱普香料集团股份有限公司,"Apple Flavor & Fragrance Group Co., Ltd.",主板,SSE,CNY,L,20150325,
603021,山东华鹏,155.0506,,2.3334,3.818,3.9137,31994.807,31994.807,18205.4794,306190.303,306190.303,山东,玻璃,山东华鹏玻璃股份有限公司,"Shandong Huapeng Glass Co.,Ltd.",主板,SSE,CNY,L,20150423,
603022,新通联,90.5042,113.0311,4.4692,4.2587,4.2087,20000.0,20000.0,7068.16,283400.0,283400.0,上海,广告包装,上海新通联包装股份有限公司,Shanghai Xintonglian Packaging,主板,SSE,CNY,L,20150518,
603023,威帝股份,28.581,37.8617,2.82,9.2204,10.1241,44557.5044,44557.5044,16813.9176,186250.3684,186250.3684,黑龙江,汽车配件,哈尔滨威帝电子股份有限公司,Harbin VITI Electronics Corp.,主板,SSE,CNY,L,20150527,
603025,大豪科技,19.5218,28.5846,4.0747,6.7132,7.6341,92615.1711,91587.6774,16386.9663,721472.1829,713468.0069,北京,IT设备,北京大豪科技股份有限公司,"BEIJING DAHAO TECHNOLOGY CORP.,LTD",主板,SSE,CNY,L,20150422,
603026,石大胜华,37.5276,22.7876,4.2714,1.4458,1.5304,20268.0,20268.0,12842.6976,770792.04,770792.04,山东,化工原料,山东石大胜华化工集团股份有限公司,Shandong Shida Shenghua Chemical Group Company Limited,主板,SSE,CNY,L,20150529,
603027,千禾味业,42.3729,50.1321,6.8798,9.5458,8.142,46568.1658,45964.1442,19294.6736,1017048.7411,1003856.9093,四川,食品,千禾味业食品股份有限公司,"Qianhe Condiment and Food Co., Ltd",主板,SSE,CNY,L,20160307,
603028,赛福天,139.3113,189.9433,3.3511,4.3042,4.2865,22080.0,22080.0,9900.8663,235593.6,235593.6,江苏,钢加工,江苏赛福天钢索股份有限公司,"Jiangsu Safety Wire Rope Co., Ltd.",主板,SSE,CNY,L,20160331,
603029,天鹅股份,83.2678,68.0551,1.7662,3.7836,3.2534,9334.0,9334.0,2983.546,125728.98,125728.98,山东,农用机械,山东天鹅棉业机械股份有限公司,"Shandong Swan Cotton Industrial Machinery Stock Co., Ltd.",主板,SSE,CNY,L,20160427,
603030,全筑股份,14.2156,12.6304,1.7586,0.5678,0.4984,53821.3833,53579.9433,31832.1432,370291.1171,368630.0099,上海,装修装饰,上海全筑建筑装饰集团股份有限公司,"Shanghai Trendzone Construction Decoration Group Co.,Ltd",主板,SSE,CNY,L,20150320,
603031,安德利,354.839,265.1238,3.383,1.153,1.1198,11200.0,11200.0,4606.0004,207872.0,207872.0,安徽,百货,安徽安德利百货股份有限公司,"Anhui Andeli Department Store Co.,Ltd",主板,SSE,CNY,L,20160822,
603032,德新交运,13.7633,13.6042,5.217,20.9253,24.6376,16000.8,7840.8,5440.888,356497.824,174693.024,新疆,公路,德力西新疆交通运输集团股份有限公司,"Delixi Xinjiang Transportation Co.,Ltd.",主板,SSE,CNY,L,20170105,
603033,三维股份,67.3346,29.4186,1.9645,5.0718,3.6107,30441.8146,7742.0,7742.0,551605.6806,140285.04,浙江,橡胶,浙江三维橡胶制品股份有限公司,"Zhejiang Sanwei Rubber Item Co.,Ltd.",主板,SSE,CNY,L,20161207,
603035,常熟汽饰,8.6532,12.5496,1.127,2.0103,1.7375,28000.0,17221.443,15340.7897,294280.0,180997.3659,江苏,汽车配件,常熟市汽车饰件股份有限公司,"Changshu Automotive Trim Co., Ltd.",主板,SSE,CNY,L,20170105,
603036,如通股份,55.8336,35.2825,2.0692,9.0681,7.2122,20603.3,5084.0,5084.0,218188.947,53839.56,江苏,专用机械,江苏如通石油机械股份有限公司,"Jiangsu Rutong Petro-Machinery Co., Ltd.",主板,SSE,CNY,L,20161209,
603037,凯众股份,13.7177,17.7174,2.0872,3.1729,3.4376,10582.37,6236.6778,5211.9414,174185.8102,102655.7166,上海,汽车配件,上海凯众材料科技股份有限公司,"Shaghai Carthane Co., Ltd",主板,SSE,CNY,L,20170120,
603038,华立股份,22.3576,20.5655,1.7692,2.4598,2.2849,13157.1566,5292.4018,3563.8018,185515.9081,74622.8654,广东,装修装饰,东莞市华立实业股份有限公司,"Dongguan Huali industries Co., Ltd.",主板,SSE,CNY,L,20170116,
603039,泛微网络,73.524,66.3504,10.5651,8.3874,7.2186,15164.0296,6073.508,6073.508,841755.2831,337140.4291,上海,软件服务,上海泛微网络科技股份有限公司,"Shanghai Weaver Network Co.,Ltd.",主板,SSE,CNY,L,20170113,
603040,新坐标,25.8728,23.9736,3.5465,8.8213,8.3266,7948.2884,3222.3035,3222.3035,265393.3497,107592.7139,浙江,机械基件,杭州新坐标科技股份有限公司,"Hangzhou XZB Tech Co.,Ltd",主板,SSE,CNY,L,20170209,
603041,美思德,38.8286,24.357,2.0359,5.1943,4.8226,10064.26,4652.5,3211.75,158512.095,73276.875,江苏,化工原料,江苏美思德化学股份有限公司,"Jiangsu Maysta Chemical Co., Ltd",主板,SSE,CNY,L,20170330,
603042,华脉科技,,,2.4761,1.8786,2.0949,13600.0,10102.8572,7871.9899,193528.0,143763.658,江苏,通信设备,南京华脉科技股份有限公司,"Nanjing Huamai Technology Co., Ltd.",主板,SSE,CNY,L,20170602,
603043,广州酒家,32.1274,30.0051,5.8137,4.8614,4.207,40399.6184,12550.7224,12550.7224,1233400.3498,383173.5549,广东,食品,广州酒家集团股份有限公司,Guangzhou Restaurant Group Company Limited,主板,SSE,CNY,L,20170627,
603045,福达合金,33.53,27.1643,2.4169,1.4629,1.3324,13762.0,9493.2694,9493.2694,193906.58,133760.1658,浙江,电气设备,福达合金材料股份有限公司,"Fuda Alloy Materials Co.,Ltd",主板,SSE,CNY,L,20180517,
603050,科林电气,19.6595,19.5333,1.5935,1.4021,1.304,16222.45,8120.11,8020.11,171146.8475,85667.1605,河北,电气设备,石家庄科林电气股份有限公司,"ShiJiaZhuang Kelin Electric Co., Ltd.",主板,SSE,CNY,L,20170414,
603055,台华新材,14.1714,24.555,1.8905,1.6419,1.8163,76664.1971,14108.7783,14108.7783,488350.9355,89872.9178,浙江,纺织,浙江台华新材料股份有限公司,"Zhe Jiang Taihua New Material Co., Ltd",主板,SSE,CNY,L,20170921,
603056,德邦股份,14.7617,29.2913,2.6567,0.449,0.4067,96000.0,21765.8855,21765.8855,1033920.0,234418.5868,上海,仓储物流,德邦物流股份有限公司,"Deppon Logistics Co.,Ltd.",主板,SSE,CNY,L,20180116,
603058,永吉股份,27.1587,27.6904,3.119,7.0139,6.8163,41907.44,22411.04,11018.12,302990.7912,162031.8192,贵州,广告包装,贵州永吉印务股份有限公司,"GuiZhou YongJi Printing CO.,LTD",主板,SSE,CNY,L,20161223,
603059,倍加洁,24.6684,22.2499,2.4517,3.0828,2.8433,10000.0,2500.0,2500.0,232900.0,58225.0,江苏,家居用品,倍加洁集团股份有限公司,"Perfect Group Corp.,Ltd",主板,SSE,CNY,L,20180302,
603060,国检集团,33.0636,35.463,5.0757,6.7429,6.2771,30800.0,30800.0,9705.85,632016.0,632016.0,北京,建筑工程,中国建材检验认证集团股份有限公司,"China Building Material Test & Certification Group Co.,Ltd.",主板,SSE,CNY,L,20161109,
603063,禾望电气,64.8071,52.7999,1.3973,2.947,1.8137,43089.0,25530.0,25381.66,348159.12,206282.4,深圳,电气设备,深圳市禾望电气股份有限公司,"Shenzhen Hopewind Electric Co.,Ltd.",主板,SSE,CNY,L,20170728,
603066,音飞储存,23.5104,23.4165,2.2173,3.1579,3.0704,30070.29,30070.29,13983.093,217708.8996,217708.8996,江苏,仓储物流,南京音飞储存设备(集团)股份有限公司,"Nanjing Inform Storage Equipment (Group) Co., Ltd.",主板,SSE,CNY,L,20150611,
603067,振华股份,16.4615,16.4283,1.813,1.7127,1.6927,43120.0,43120.0,21785.302,240609.6,240609.6,湖北,化工原料,湖北振华化学股份有限公司,"Hubei Zhenhua Chemical Co.,Ltd",主板,SSE,CNY,L,20160913,
603068,博通集成,99.7882,57.6596,10.5179,22.6414,12.8641,13871.3534,3467.8384,3467.8384,1236492.4421,309123.115,上海,半导体,博通集成电路(上海)股份有限公司,Beken Corporation,主板,SSE,CNY,L,20190415,
603069,海汽集团,41.4862,58.6906,2.1676,2.1865,2.2268,31600.0,31600.0,11929.0,244268.0,244268.0,海南,公路,海南海汽运输集团股份有限公司,"Hainan Haiqi Transportation Group Co.,Ltd.",主板,SSE,CNY,L,20160712,
603076,乐惠国际,41.3435,48.4763,1.9439,1.6598,1.8124,7450.0,2684.9199,2609.8269,161143.5,58074.8174,浙江,专用机械,宁波乐惠国际工程装备股份有限公司,"Ningbo Lehui International Engineering Equipment Co.,Ltd",主板,SSE,CNY,L,20171113,
603077,和邦生物,35.5111,33.9679,1.1525,2.1457,2.0797,883125.0228,883125.0228,513648.3915,1289362.5333,1289362.5333,四川,化工原料,四川和邦生物科技股份有限公司,"Sichuanhebang Biotechnology Co.,Ltd.",主板,SSE,CNY,L,20120731,
603078,江化微,79.2404,72.9136,4.005,8.2453,6.8183,10920.0,6223.9905,4804.3905,316352.4,180309.0048,江苏,化工原料,江阴江化微电子材料股份有限公司,"Jiangyin Jianghua Micro-electronic Materials Co., Ltd",主板,SSE,CNY,L,20170410,
603079,圣达生物,86.8957,103.2577,4.7062,7.856,7.5599,11200.0,3651.156,3651.156,387072.0,126183.9514,浙江,食品,浙江圣达生物药业股份有限公司,"Zhejiang Shengda Bio-Pharm Co.,Ltd.",主板,SSE,CNY,L,20170823,
603080,新疆火炬,24.4717,33.5194,2.0714,5.7905,5.0509,14150.0,8723.5,6463.08,225268.0,138878.12,新疆,供气供热,新疆火炬燃气股份有限公司,"Xinjiang Torch Gas Co.,Ltd",主板,SSE,CNY,L,20180103,
603081,大丰实业,31.3426,27.9784,3.8991,4.0152,3.5952,40180.0,7772.625,7772.625,720829.2,139440.8925,浙江,专用机械,浙江大丰实业股份有限公司,"Zhejiang Dafeng Industrial Co., Ltd.",主板,SSE,CNY,L,20170420,
603083,剑桥科技,53.7931,369.3638,3.7275,1.3085,1.3599,16741.4029,8616.804,8616.804,413010.4095,212576.5547,上海,通信设备,上海剑桥科技股份有限公司,"Cig Shanghai Co., Ltd.",主板,SSE,CNY,L,20171110,
603085,天成自控,64.8919,111.9419,2.3498,2.4756,1.6715,29098.6132,29098.6132,10982.1319,237153.6976,237153.6976,浙江,汽车配件,浙江天成自控股份有限公司,"Zhejiang Tiancheng Controls Co.,Ltd",主板,SSE,CNY,L,20150630,
603086,先达股份,10.1093,11.4185,1.6805,1.5514,1.5468,11200.0,7251.3743,4822.509,253792.0,164316.1416,山东,农药化肥,山东先达农化股份有限公司,"Shandong Cynda Chemical Co.,Ltd",主板,SSE,CNY,L,20170511,
603088,宁波精达,31.7304,26.93,2.4537,3.7292,3.6085,15680.0,15680.0,5818.9464,128262.4,128262.4,浙江,专用机械,宁波精达成形装备股份有限公司,"JDM JingDa Machine(Ningbo) Co.,Ltd",主板,SSE,CNY,L,20141111,
603089,正裕工业,18.8813,16.784,2.3098,1.7572,1.6436,15467.15,4560.9576,3145.488,190245.945,56099.7785,浙江,汽车配件,浙江正裕工业股份有限公司,"ADD Industry (Zhejiang) Co., Ltd",主板,SSE,CNY,L,20170126,
603090,宏盛股份,47.6951,47.3703,3.1366,3.7481,3.2046,10000.0,10000.0,4068.13,155600.0,155600.0,江苏,专用机械,无锡宏盛换热器制造股份有限公司,"Wuxi Hongsheng Heat Exchanger Manufacturing Co., Ltd.",主板,SSE,CNY,L,20160831,
603093,南华期货,115.3082,106.6329,5.8619,3.1074,1.5124,58000.0,7000.0,7000.0,1428540.0,172410.0,浙江,多元金融,南华期货股份有限公司,"Nanhua Futures Co.,Ltd",主板,SSE,CNY,L,20190830,
603096,新经典,31.128,29.5182,3.991,8.0947,7.948,13530.8,5430.8,4495.58,749606.32,300866.32,天津,出版业,新经典文化股份有限公司,Thinkingdom Media Group Ltd.,主板,SSE,CNY,L,20170425,
603098,森特股份,22.5938,19.4196,2.4805,1.6966,1.3979,48001.2,7501.2,7501.2,497292.432,77712.432,北京,装修装饰,森特士兴集团股份有限公司,"Center International Group Co.,Ltd.",主板,SSE,CNY,L,20161216,
603099,长白山,33.319,30.9917,2.0695,4.8549,4.8389,26667.0,26667.0,10813.694,225336.15,225336.15,吉林,旅游景点,长白山旅游股份有限公司,"Changbai Mountain Tourism Co.,Ltd",主板,SSE,CNY,L,20140822,
603100,川仪股份,8.2974,8.4689,1.3718,0.9017,0.8137,39500.0,39500.0,17070.0611,320740.0,320740.0,重庆,电器仪表,重庆川仪自动化股份有限公司,"Chongqing Chuanyi Automation Co.,Ltd.",主板,SSE,CNY,L,20140805,
603101,汇嘉时代,37.4524,311.5781,1.9116,0.7249,0.6048,33600.0,33600.0,8828.4,262752.0,262752.0,新疆,百货,新疆汇嘉时代百货股份有限公司,"Xinjiang Wuika Times Department Store Co.,Ltd.",主板,SSE,CNY,L,20160506,
603103,横店影视,30.7324,38.198,4.2149,3.6174,3.7207,63420.0,7420.0,7420.0,985546.8,115306.8,浙江,影视音像,横店影视股份有限公司,"Hengdian Entertainment Co., Ltd",主板,SSE,CNY,L,20171012,
603105,芯能科技,52.2953,87.9025,2.3791,9.0064,9.7122,50000.0,30830.0,23833.49,346000.0,213343.6,浙江,电气设备,浙江芯能光伏科技股份有限公司,"Zhejiang Sunoren Solar Technology Co.,Ltd.",主板,SSE,CNY,L,20180709,
603106,恒银金融,41.5436,1118.8195,2.0698,3.4192,4.188,40040.0,16945.5,16945.5,333132.8,140986.56,天津,IT设备,恒银金融科技股份有限公司,"Cashway Fintech Co.,Ltd.",主板,SSE,CNY,L,20170920,
603108,润达医疗,22.3226,18.8189,2.1321,0.9804,0.8573,57953.4079,57953.4079,36656.69,584749.8857,584749.8857,上海,医药商业,上海润达医疗科技股份有限公司,"Shanghai Runda Medical Technology Co., Ltd.",主板,SSE,CNY,L,20150527,
603110,东方材料,63.4125,46.6233,3.2527,5.3,5.1912,14373.338,5430.054,5430.054,207982.2009,78572.8814,浙江,染料涂料,新东方新材料股份有限公司,"New East New Materials Co.,Ltd",主板,SSE,CNY,L,20171013,
603111,康尼机电,,,2.572,1.4425,1.5098,99327.5484,83598.325,69626.3655,492664.6401,414647.692,江苏,运输设备,南京康尼机电股份有限公司,"Nanjing Kangni Mechanical&Electrical Co.,Ltd",主板,SSE,CNY,L,20140801,
603113,金能科技,5.4809,7.4018,1.2756,0.7901,0.8031,67593.9455,33186.5255,28576.7741,696217.6387,341821.2127,山东,化工原料,金能科技股份有限公司,"Jinneng Science&Technology Co.,Ltd",主板,SSE,CNY,L,20170511,
603115,海星股份,29.7836,31.8867,3.5622,4.0751,4.1416,20800.0,5200.0,5200.0,445120.0,111280.0,江苏,元器件,南通海星电子股份有限公司,"Nantong Haixing Electronics Co., Ltd.",主板,SSE,CNY,L,20190809,
603116,红蜻蜓,19.7499,50.325,1.131,1.2732,1.32,57620.08,57620.08,23052.7549,387206.9376,387206.9376,浙江,服饰,浙江红蜻蜓鞋业股份有限公司,"Zhejiang Red Dragonfly Footwear Co.,Ltd.",主板,SSE,CNY,L,20150629,
603117,万林物流,23.7469,28.4043,1.031,2.4783,2.3717,64301.6885,63314.4502,39930.9054,233415.1293,229831.4542,江苏,仓储物流,江苏万林现代物流股份有限公司,"Jiangsu Wanlin Modern Logistics Co., Ltd.",主板,SSE,CNY,L,20150629,
603118,共进股份,44.7103,25.1821,1.9577,1.0323,1.0182,77573.3332,77573.3332,39280.8801,860288.2652,860288.2652,深圳,通信设备,深圳市共进电子股份有限公司,"Shenzhen Gongjin Electronics Co., Ltd.",主板,SSE,CNY,L,20150225,
603121,华培动力,68.9635,57.7923,4.9838,10.5533,9.1241,21600.0,5400.0,5400.0,541080.0,135270.0,上海,汽车配件,上海华培动力科技股份有限公司,"Shanghai Sinotec Co., Ltd.",主板,SSE,CNY,L,20190111,
603123,翠微股份,23.1708,18.6945,1.263,0.8081,0.8062,52414.4222,52414.4222,19630.2789,404639.3394,404639.3394,北京,百货,北京翠微大厦股份有限公司,"Beijing Cuiwei Tower Co., Ltd.",主板,SSE,CNY,L,20120503,
603126,中材节能,22.2964,27.5408,1.7105,1.5445,1.3562,61050.0,61050.0,29074.3214,289377.0,289377.0,天津,环境保护,中材节能股份有限公司,Sinoma Energy Conservation Ltd.,主板,SSE,CNY,L,20140731,
603127,昭衍新药,86.7857,73.6858,12.9923,22.9997,18.3103,16171.692,7879.4744,5552.1592,940222.1729,458112.6416,北京,医疗保健,北京昭衍新药研究中心股份有限公司,"Joinn Laboratories (China) Co.,Ltd.",主板,SSE,CNY,L,20170825,
603128,华贸物流,18.9878,18.9804,1.5245,0.6493,0.6248,101203.8353,101203.8353,55077.3102,613295.2419,613295.2419,上海,仓储物流,港中旅华贸国际物流股份有限公司,CTS International Logistics Corporation Limited,主板,SSE,CNY,L,20120529,
603129,春风动力,40.9135,29.943,4.9597,1.9328,1.601,13438.54,6559.8054,5569.3292,491984.9494,240154.4757,浙江,摩托车,浙江春风动力股份有限公司,"Zhejiang Cfmoto Power Co.,Ltd",主板,SSE,CNY,L,20170818,
603131,上海沪工,54.9592,57.8685,3.4887,4.7229,4.8425,31797.4252,7000.0,7000.0,407960.9653,89810.0,上海,专用机械,上海沪工焊接集团股份有限公司,"Shanghai Hugong Electric Group Co.,Ltd.",主板,SSE,CNY,L,20160607,
603133,碳元科技,78.2489,,4.6449,7.7651,8.4063,21047.5,11198.0895,9868.4643,420950.0,223961.79,江苏,元器件,碳元科技股份有限公司,"Tanyuan Technology Co., Ltd.",主板,SSE,CNY,L,20170320,
603136,天目湖,27.4462,22.9304,3.1728,5.7878,5.566,11600.0,2900.0,2000.0,283272.0,70818.0,江苏,旅游景点,江苏天目湖旅游股份有限公司,"Jiangsu Tianmu Lake Tourism Co.,Ltd.",主板,SSE,CNY,L,20170927,
603138,海量数据,57.21,67.8265,6.8124,5.7713,5.8025,21060.984,6713.588,6713.588,309807.0746,98756.8795,北京,软件服务,北京海量数据技术股份有限公司,"Beijing Vastdata Technology Co., Ltd.",主板,SSE,CNY,L,20170306,
603139,康惠制药,28.6017,28.8668,1.6445,4.2359,3.6792,9988.0,5363.0,3696.0,159108.84,85432.59,陕西,中成药,陕西康惠制药股份有限公司,"Shaanxi Kanghui Pharmaceutical Co., Ltd.",主板,SSE,CNY,L,20170421,
603156,养元饮品,11.1406,11.181,2.7583,3.8807,4.3482,105457.8,63944.5325,42927.3755,3160570.266,1916417.639,河北,软饮料,河北养元智汇饮品股份有限公司,"Hebei Yangyuan Zhihui Beverage Co., Ltd.",主板,SSE,CNY,L,20180212,
603157,拉夏贝尔,,,1.081,0.2826,0.2954,54767.1642,14580.3027,11382.813,287527.6121,76546.5892,上海,服饰,上海拉夏贝尔服饰股份有限公司,"Shanghai La Chapelle Fashion Co., Ltd.",主板,SSE,CNY,L,20170925,
603158,腾龙股份,26.2702,27.0871,3.0193,3.0169,3.2152,21697.12,21697.12,7638.59,307231.2192,307231.2192,江苏,汽车配件,常州腾龙汽车零部件股份有限公司,"Changzhou Tenglong Auto Parts Co.,Ltd.",主板,SSE,CNY,L,20150320,
603159,上海亚虹,34.9625,60.4215,3.5717,2.3548,2.6972,14000.0,14000.0,5192.6,150080.0,150080.0,上海,专用机械,上海亚虹模具股份有限公司,"Shanghai Yahong Moulding Co.,Ltd",主板,SSE,CNY,L,20160812,
603160,汇顶科技,118.239,41.0998,15.381,23.5919,14.5495,45573.2298,44884.7579,14928.876,8779226.9887,8646599.7619,深圳,元器件,深圳市汇顶科技股份有限公司,"Shenzhen Goodix Technology Co., Ltd.",主板,SSE,CNY,L,20161017,
603161,科华控股,16.0206,15.9899,1.311,1.2174,1.054,13340.0,6940.0,5640.78,167550.4,87166.4,江苏,汽车配件,科华控股股份有限公司,"Kehua Holdings Co.,Ltd",主板,SSE,CNY,L,20180105,
603165,荣晟环保,14.0621,11.5739,2.1889,1.4,1.5798,17735.2,4435.2,4435.2,292453.448,73136.448,浙江,造纸,浙江荣晟环保纸业股份有限公司,"Zhejiang Rongsheng Environmental Protectionpaper Joint Stock Co., Ltd.",主板,SSE,CNY,L,20170117,
603166,福达股份,27.4482,25.7527,1.4595,2.1907,2.1781,59525.871,59201.871,13713.6299,307748.7531,306073.6731,广西,汽车配件,桂林福达股份有限公司,"Guilin Fuda Co.,Ltd.",主板,SSE,CNY,L,20141127,
603167,渤海轮渡,11.3027,10.7482,1.3655,2.7152,2.7182,47280.6603,46097.4603,27781.5898,452948.7257,441613.6697,山东,水运,渤海轮渡集团股份有限公司,"Bohai Ferry Group Co., Ltd.",主板,SSE,CNY,L,20120906,
603168,莎普爱思,,,1.5638,3.914,4.613,32259.2499,29734.25,15399.0669,237750.6718,219141.4225,浙江,化学制药,浙江莎普爱思药业股份有限公司,"Zhejiang Shapuaisi Pharmaceutical Co., Ltd.",主板,SSE,CNY,L,20140702,
603169,兰石重装,,,3.2486,2.3286,2.1191,105150.2526,104367.6438,34223.6734,593047.4247,588633.511,甘肃,专用机械,兰州兰石重型装备股份有限公司,"Lanzhou LS Heavy Equipment Co., Ltd",主板,SSE,CNY,L,20141009,
603177,德创环保,156.003,1763.4589,3.8644,2.6874,2.6798,20200.0,6175.0,6175.0,200586.0,61317.75,浙江,环境保护,浙江德创环保科技股份有限公司,"Zhejiang Tuna Environmental Science & Technology Co.,Ltd.",主板,SSE,CNY,L,20170207,
603178,圣龙股份,54.1533,,2.8489,1.5753,1.8388,20184.18,5096.3,5096.3,206484.1614,52135.149,浙江,汽车配件,宁波圣龙汽车动力系统股份有限公司,"Ningbo Shenglong Automotive Powertrain System Co.,Ltd",主板,SSE,CNY,L,20170328,
603179,新泉股份,14.2688,21.7868,2.6498,1.1819,1.3813,22762.5631,9635.6531,9021.7831,402442.1156,170358.3468,江苏,汽车配件,江苏新泉汽车饰件股份有限公司,"Jiangsu Xinquan Automotive Trim Co.,Ltd.",主板,SSE,CNY,L,20170317,
603180,金牌厨柜,19.7819,18.6428,3.9834,2.4435,2.1228,6721.5881,1841.6471,1841.6471,415797.4399,113924.2896,福建,家居用品,厦门金牌厨柜股份有限公司,"Xiamen Goldenhome Co.,Ltd.",主板,SSE,CNY,L,20170512,
603181,皇马科技,22.0985,17.7817,2.8563,2.5331,2.3594,28000.0,13860.0,10780.0,435400.0,215523.0,浙江,化工原料,浙江皇马科技股份有限公司,"Zhejiang Huangma Technology Co.,Ltd",主板,SSE,CNY,L,20170824,
