code,name,enname,pct_chg_exact,open,high,low,close,pre_close,change,amplitude,vol,amount,sector,limit_up_count,up_count,up_true_count,turnover_rate,volume_ratio,ma_3,pct_chg_3,ma_5,pct_chg_5,ma_10,pct_chg_10,,,,,
002483,润邦股份,"Jiangsu Rainbow Heavy Industries Co.,Ltd.",0.48,0,3,0,False,4.11,4.22,4.04,4.16,4.14,0.02,4.35,117078.8,48529.685,SZ,1.7442,2.19,4.11,3.74,4.07,8.33,3.96,5.85,,,,
002486,嘉麟杰,"Shanghai Challenge Textile Co.,Ltd.",4.29,0,2,0,False,3.48,3.8,3.45,3.65,3.5,0.15,10.0,575739.06,207949.114,SZ,6.9199,1.24,3.51,3.4,3.48,11.28,3.39,10.27,,,,
002493,荣盛石化,"Rongsheng Petrochemical Co., Ltd.",2.96,0,5,0,False,11.5,11.88,11.38,11.84,11.5,0.34,4.35,100613.62,117382.504,SZ,0.173,3.3,11.58,4.32,11.48,4.96,11.38,5.43,,,,
002497,雅化集团,"Sichuan Yahua Industrial Group Co.,Ltd.",1.37,0,2,0,False,5.82,5.93,5.74,5.92,5.84,0.08,3.25,93820.09,54848.526,SZ,1.1091,1.34,5.85,1.2,5.87,2.07,5.86,0.34,,,,
002498,汉缆股份,"Qingdao Hanhe Cable Co., Ltd.",0.7,0,3,0,False,2.84,2.88,2.82,2.87,2.85,0.02,2.11,99898.68,28498.36,SZ,0.3003,1.44,2.85,2.14,2.84,1.77,2.84,0.7,,,,
002516,旷达科技,"Kuangda Technology Group Co., Ltd.",1.14,0,2,0,False,2.63,2.67,2.61,2.67,2.64,0.03,2.27,38555.4,10201.426,SZ,0.4108,1.74,2.65,1.52,2.64,2.3,2.63,1.91,,,,
002526,山东矿机,"Shandong Mining Machinery Group Co., Ltd.",0.44,0,2,0,False,2.25,2.29,2.21,2.27,2.26,0.01,3.54,205521.56,46286.486,SZ,1.2631,0.89,2.25,1.34,2.24,5.58,2.2,6.57,,,,
002533,金杯电工,"Gold Cup Electric Apparatus Co.,Ltd.",0.42,0,3,1,False,4.83,4.85,4.79,4.82,4.8,0.02,1.25,14018.0,6746.94,SZ,0.271,0.99,4.8,0.84,4.8,0.84,4.8,-0.41,,,,
002538,司尔特,"Anhui Sierte Fertilizer Industry Ltd.,Company",1.11,0,3,0,False,4.5,4.62,4.49,4.57,4.52,0.05,2.88,76944.02,35130.62,SZ,1.1016,1.59,4.53,1.78,4.52,2.7,4.5,0.66,,,,
002541,鸿路钢构,"Anhui Honglu Steel Construction(Group) Co.,Ltd",2.96,0,3,2,False,8.96,9.25,8.83,9.05,8.79,0.26,4.78,128603.81,116451.722,SZ,3.4802,3.9,8.74,8.38,8.59,9.56,8.44,8.12,,,,
002549,凯美特气,"Hunan Kaimeite Gases Co., Ltd.",2.26,0,2,1,False,5.58,5.8,5.39,5.43,5.31,0.12,7.72,74666.4,41339.722,SZ,1.2038,3.87,5.34,1.88,5.34,2.65,5.28,6.47,,,,
002563,森马服饰,"Zhejiang Semir Garment Co., Ltd.",0.51,0,2,2,False,9.79,9.84,9.51,9.79,9.74,0.05,3.39,75707.38,73116.882,SZ,0.4096,0.87,9.73,-1.51,9.86,-5.14,10.03,-1.81,,,,
002571,德力股份,"Anhui Deli Housedhold Glass Co.,Ltd",1.31,0,2,0,False,4.53,4.65,4.48,4.64,4.58,0.06,3.71,36603.22,16786.413,SZ,1.288,0.87,4.59,1.75,4.58,4.27,4.55,1.31,,,,
002576,通达动力,"Jiangsu Tongda Power Technology Co.,Ltd.",1.63,0,2,2,False,9.2,9.45,9.13,9.34,9.19,0.15,3.48,21613.0,20103.883,SZ,1.3145,1.74,9.19,2.64,9.18,3.55,9.15,-0.11,,,,
002580,圣阳股份,"Shandong Sacred Sun Power Sources Co.,Ltd.",0.2,0,2,1,False,5.05,5.05,4.98,5.03,5.02,0.01,1.39,17775.71,8917.581,SZ,0.5689,1.1,5.01,0.8,5.02,1.21,5.01,0.8,,,,
002590,万安科技,"Zhejiang Vie Science & Technology Co.,Ltd.",0.16,0,2,0,False,6.35,6.41,6.26,6.4,6.39,0.01,2.35,12415.0,7886.784,SZ,0.2857,0.67,6.39,-1.08,6.41,1.43,6.37,0.0,,,,
002594,比亚迪,BYD Company Limited,2.4,0,3,3,False,44.16,45.28,43.54,44.87,43.82,1.05,3.97,121726.63,541772.289,SZ,1.0672,2.22,44.1,4.11,43.83,4.76,43.6,2.09,,,,
002595,豪迈科技,"Himile Mechanical Science and Technology (Shandong) Co.,Ltd",1.79,0,5,0,False,18.38,18.91,18.19,18.79,18.46,0.33,3.9,14519.09,27024.697,SZ,0.2755,1.15,18.47,4.16,18.29,4.56,18.2,2.68,,,,
002596,海南瑞泽,"Hainan Ruize New Building Material Co.,Ltd.",2.11,0,3,0,False,5.16,5.39,5.1,5.33,5.22,0.11,5.56,198778.14,104633.12,SZ,2.2124,1.63,5.25,3.29,5.22,4.51,5.23,1.14,,,,
002610,爱康科技,"Jiangsu Akcome Science & Technology Co.,Ltd.",1.92,0,2,0,False,1.55,1.59,1.55,1.59,1.56,0.03,2.56,511198.67,80293.149,SZ,1.1652,1.38,1.57,2.58,1.56,1.92,1.57,0.63,,,,
002614,奥佳华,"Xiamen Comfort Science&Technology Group Co., Ltd.",2.36,0,2,0,False,10.11,10.88,10.01,10.42,10.18,0.24,8.55,395667.34,410302.005,SZ,11.7561,3.65,9.95,12.53,9.72,12.04,9.55,9.92,,,,
002620,瑞和股份,"Shenzhen Ruihe Construction Decoration Co., Ltd.",1.4,0,3,2,False,5.74,5.83,5.69,5.81,5.73,0.08,2.44,18179.0,10501.749,SZ,0.5987,1.26,5.75,2.11,5.74,2.83,5.72,1.04,,,,
002628,成都路桥,"Chengdu Road & Bridge Engineering Co.,Ltd",1.81,0,3,0,False,4.42,4.52,4.4,4.5,4.42,0.08,2.71,98731.17,44249.856,SZ,1.3629,2.4,4.44,2.51,4.43,2.51,4.43,3.45,,,,
002634,棒杰股份,"Zhejiang Bangjie Holding Group Co.,Ltd",2.07,0,2,0,False,9.18,9.37,9.07,9.37,9.18,0.19,3.27,51654.03,47709.167,SZ,1.6346,1.01,9.23,1.74,9.25,2.4,9.19,4.34,,,,
002644,佛慈制药,"Lanzhou Foci Pharmaceutical Co., Ltd.",3.4,0,3,0,False,6.76,7.17,6.72,7.0,6.77,0.23,6.65,62524.85,43751.003,SZ,1.2244,4.45,6.78,6.71,6.7,6.71,6.65,6.38,,,,
002646,青青稞酒,"Qinghai Huzhu Barley Wine Co.,Ltd.",0.1,0,2,2,False,10.09,10.12,9.92,10.08,10.07,0.01,1.99,13509.46,13575.06,SZ,0.3003,1.02,10.05,-0.59,10.09,-0.69,10.13,-1.75,,,,
002662,京威股份,"Beijing WKW Automotive Parts Co., Ltd.",1.98,0,3,0,False,2.53,2.58,2.52,2.58,2.53,0.05,2.37,78660.99,20117.979,SZ,0.5392,0.99,2.54,3.2,2.53,7.5,2.47,5.74,,,,
002665,首航节能,"Beijing Shouhang Resources Saving Co.,Ltd",3.2,0,6,1,False,3.76,3.87,3.71,3.87,3.75,0.12,4.27,685432.29,259580.935,SZ,3.0378,2.03,3.77,5.45,3.73,7.2,3.65,6.61,,,,
002694,顾地科技,"Goody Science & Technology Co.,Ltd.",0.94,0,3,0,False,3.18,3.22,3.12,3.21,3.18,0.03,3.14,87791.92,27799.672,SZ,1.7255,0.98,3.17,4.22,3.15,4.22,3.13,5.59,,,,
002701,奥瑞金,"ORG Technology Co.,Ltd.",0.23,0,3,0,False,4.27,4.29,4.23,4.28,4.27,0.01,1.41,78850.39,33621.419,SZ,0.3382,0.66,4.27,0.94,4.27,0.94,4.26,0.23,,,,
002703,浙江世宝,Zhejiang Shibao Company Limited,10.02,2,2,3,False,5.02,5.27,4.9,5.27,4.79,0.48,7.72,435286.79,223637.238,SZ,7.8704,10.42,4.8,20.05,4.64,21.15,4.46,22.27,,,,
002721,金一文化,"Beijing Kingee Culture Development Co.,Ltd.",9.94,2,2,2,False,5.6,5.75,5.44,5.75,5.23,0.52,5.93,368093.27,208263.639,SZ,5.9282,3.38,5.24,19.05,5.04,26.1,4.84,21.82,,,,
002733,雄韬股份,"Shenzhen Center Power Tech Co.,Ltd.",0.7,0,3,0,False,22.81,23.26,22.38,23.1,22.94,0.16,3.84,149646.8,342085.965,SZ,4.573,0.89,22.76,5.34,22.48,14.53,21.79,7.59,,,,
002738,中矿资源,"Sinomine Resource Group Co., Ltd.",1.88,0,2,0,False,13.82,14.09,13.7,14.08,13.82,0.26,2.82,20641.81,28805.693,SZ,1.1274,1.57,13.83,3.45,13.78,5.07,13.67,2.77,,,,
002748,世龙实业,"Jiangxi Selon Industrial Co., Ltd.",0.14,0,3,0,False,7.0,7.02,6.85,7.01,7.0,0.01,2.43,6595.0,4580.851,SZ,0.2748,0.62,7.0,0.72,7.0,0.0,7.22,-2.64,,,,
002753,永东股份,"Shanxi Yongdong Chemistry Industry Co.,Ltd.",1.57,0,2,0,False,7.64,7.77,7.6,7.76,7.64,0.12,2.23,7647.37,5899.595,SZ,0.3815,1.59,7.68,1.44,7.68,1.97,7.66,2.92,,,,
002756,永兴材料,"Yongxing Special Materials Technology Co.,Ltd.",2.46,0,2,3,False,15.86,16.9,15.8,16.23,15.84,0.39,6.94,108451.45,177462.878,SZ,5.8744,2.34,15.78,5.39,15.69,3.77,15.64,10.78,,,,
002761,多喜爱,"Dohia Group Co., Ltd.",2.1,0,2,0,False,11.5,12.63,11.38,12.18,11.93,0.25,10.48,258436.08,313616.926,SZ,7.483,0.84,11.74,6.28,11.63,11.33,11.36,33.26,,,,
002763,汇洁股份,"Shenzhen Huijie Group Co., Ltd.",0.91,0,2,0,False,7.66,7.76,7.65,7.74,7.67,0.07,1.43,6014.2,4635.605,SZ,0.3289,0.76,7.69,0.91,7.7,0.26,7.74,-1.65,,,,
002779,中坚科技,"Zhejiang Zhongjian Technology Co ,.Ltd.",1.56,0,3,2,False,16.75,16.97,16.36,16.9,16.64,0.26,3.67,5500.0,9191.563,SZ,0.4644,1.86,16.72,1.68,16.7,1.56,16.76,0.18,,,,
002785,万里石,"Xiamen Wanli Stone Stock Co.,Ltd",3.99,0,3,5,False,15.28,15.98,15.2,15.88,15.27,0.61,5.11,39060.66,61244.074,SZ,2.5245,2.55,15.47,5.8,15.36,5.44,15.4,1.79,,,,
002789,建艺集团,"Shenzhen Jianyi Decoration Group Co.,Ltd.",0.66,0,5,2,False,16.62,16.71,16.41,16.68,16.57,0.11,1.81,7898.4,13118.915,SZ,0.9725,1.19,16.59,1.89,16.48,3.22,16.38,3.15,,,,
002790,瑞尔特,"Xiamen R&T Plumbing Technology Co., Ltd.",0.59,0,3,0,False,6.78,6.87,6.75,6.84,6.8,0.04,1.76,15915.88,10877.063,SZ,0.6293,0.78,6.79,1.94,6.8,0.0,6.92,-0.73,,,,
002802,洪汇新材,"Wuxi Honghui New Materials Technology Co.,Ltd.",0.42,0,2,0,False,18.92,19.18,18.92,19.11,19.03,0.08,1.37,1667.0,3177.836,SZ,0.2754,0.71,19.05,-0.26,19.13,-0.21,19.09,-1.14,,,,
002810,山东赫达,"Shandong Head Co., Ltd.",1.59,0,3,1,False,16.5,16.66,16.1,16.63,16.37,0.26,3.42,44186.27,72544.832,SZ,3.2395,1.35,16.39,5.32,16.18,6.6,15.88,-1.25,,,,
002827,高争民爆,"Tibet Gaozheng Explosive Co., Ltd.",1.55,0,2,0,False,8.99,9.15,8.92,9.15,9.01,0.14,2.55,11006.5,9985.743,SZ,1.1621,1.05,9.05,-0.11,9.11,0.33,9.22,-3.58,,,,
002843,泰嘉股份,"Bichamp Cutting Technology (Hunan)Co.,Ltd.",0.25,0,3,0,False,8.06,8.19,7.92,8.16,8.14,0.02,3.32,26045.0,21114.209,SZ,2.0671,0.62,8.11,2.51,8.05,5.84,8.2,-4.9,,,,
002883,中设股份,"Jiangsu Zhongshe Group Co., Ltd.",2.72,0,3,0,False,20.1,21.08,19.86,20.79,20.24,0.55,6.03,46058.56,95362.045,SZ,10.1625,2.24,20.19,7.78,19.89,8.45,19.5,12.02,,,,
002936,郑州银行,"Bank of Zhengzhou Co.,Ltd",0.89,0,2,2,False,4.48,4.52,4.46,4.51,4.47,0.04,1.34,134160.17,60378.618,SZ,0.8977,1.5,4.48,0.67,4.48,0.89,4.5,-1.96,,,,
002941,新疆交建,"Xinjiang Communications Construction Group Co.,Ltd.",1.35,0,3,0,False,21.1,22.22,20.71,21.8,21.51,0.29,7.02,107296.96,232791.91,SZ,16.5072,1.56,21.51,5.77,21.25,6.13,21.55,8.03,,,,
002958,青农商行,Qingdao Rural Commercial Bank Corporation,1.53,0,2,2,False,5.91,6.03,5.87,5.99,5.9,0.09,2.71,165207.85,98490.805,SZ,2.9737,1.39,5.92,0.84,5.93,1.7,5.92,0.67,,,,
002967,广电计量,"Guangzhou Grg Metrology & Test Co.,Ltd.",10.0,3,3,3,False,28.5,30.58,26.95,30.58,27.8,2.78,13.06,601236.81,1740913.414,SZ,72.7273,5.02,27.88,33.13,25.5,61.12,20.66,159.81,,,,
003816,中国广核,"CGN Power Co.,Ltd.",0.83,0,5,0,False,3.61,3.66,3.58,3.64,3.61,0.03,2.22,580049.51,210598.062,SZ,2.8333,1.02,3.62,3.12,3.58,4.9,3.55,0.28,,,,
300001,特锐德,"Qingdao TGOOD Electric Co., Ltd.",1.69,0,2,1,False,15.5,15.82,15.24,15.64,15.38,0.26,3.77,46449.2,72449.614,GEB,0.504,1.09,15.41,1.89,15.46,1.76,15.53,-4.23,,,,
300068,南都电源,"Zhejiang Narada Power Source Co.,Ltd.",1.18,0,2,2,False,10.16,10.27,10.1,10.26,10.14,0.12,1.68,35976.5,36603.652,GEB,0.4462,0.97,10.17,0.79,10.2,-0.48,10.33,-2.75,,,,
300073,当升科技,"Beijing Easpring Material Technology Co., Ltd.",0.25,0,2,0,False,20.19,20.38,19.89,20.25,20.2,0.05,2.43,62281.22,125290.411,GEB,1.448,0.51,20.1,0.45,20.17,4.01,19.88,-1.22,,,,
300082,奥克股份,"Liaoning Oxiranchem,Inc",1.88,0,3,3,False,5.33,5.41,5.31,5.41,5.31,0.1,1.88,18758.21,10081.182,GEB,0.2774,1.23,5.34,2.27,5.34,1.69,5.35,-1.46,,,,
300091,金通灵,"Jin Tong Ling Technology Group Co.,Ltd",3.42,0,3,0,False,3.8,3.97,3.66,3.93,3.8,0.13,8.16,808743.25,311198.91,GEB,9.7492,1.74,3.81,16.96,3.65,15.59,3.51,22.43,,,,
300100,双林股份,"Ningbo Shuanglin Auto Parts Co.,Ltd.",0.36,0,6,0,False,5.56,5.65,5.47,5.59,5.57,0.02,3.23,41565.17,23124.77,GEB,1.0907,1.34,5.55,2.19,5.52,4.68,5.43,3.71,,,,
300107,建新股份,"Hebei Jianxin Chemical Co., Ltd.",9.97,1,2,3,False,6.64,7.28,6.64,7.28,6.62,0.66,9.67,154404.54,109996.724,GEB,4.6188,4.38,6.79,12.52,6.69,12.0,6.61,8.49,,,,
300117,嘉寓股份,"Beijing Jiayu Door,Window and Curtain Wall Joint-Stock Co.,Ltd.",2.0,0,3,0,False,3.5,3.6,3.48,3.57,3.5,0.07,3.43,56891.89,20223.509,GEB,0.7965,1.79,3.52,2.88,3.51,4.39,3.49,1.13,,,,
300121,阳谷华泰,"Shandong Yanggu Huatai Chemical Co.,Ltd.",0.96,0,2,4,False,6.26,6.3,6.2,6.28,6.22,0.06,1.61,15242.0,9552.693,GEB,0.4234,0.94,6.23,1.45,6.21,3.29,6.15,5.19,,,,
300125,易世达,"Dalian East New Energy Development Co.,Ltd.",1.4,0,3,2,False,15.78,15.9,15.48,15.9,15.68,0.22,2.68,14700.84,22995.929,GEB,0.5573,1.24,15.68,3.25,15.57,3.45,15.63,1.73,,,,
300128,锦富技术,"Suzhou Jinfu Technology Co., Ltd.",0.54,0,2,0,False,3.72,3.78,3.62,3.74,3.72,0.02,4.3,203068.44,74862.09,GEB,1.8939,1.43,3.71,1.36,3.71,1.36,3.69,3.03,,,,
300132,青松股份,"Fujian Green Pine Co., Ltd",4.2,0,3,2,False,9.36,9.67,9.15,9.67,9.28,0.39,5.6,93797.66,89048.408,GEB,2.4305,2.14,9.28,9.89,9.11,10.89,9.07,4.77,,,,
300145,中金环境,"Nanfang Zhongjin Environment Co., Ltd.",1.29,0,2,0,False,3.11,3.17,3.09,3.15,3.11,0.04,2.57,113531.09,35636.447,GEB,0.6479,1.33,3.12,1.61,3.12,1.94,3.11,0.32,,,,
300151,昌红科技,"Shenzhen Changhong Technology Co.,Ltd.",1.1,0,3,1,False,8.2,8.29,8.08,8.28,8.19,0.09,2.56,21603.5,17773.974,GEB,0.7527,0.71,8.16,7.53,7.99,7.25,7.82,9.52,,,,
300185,通裕重工,"Tongyu Heavy Industry Co., Ltd.",1.16,0,3,0,False,1.73,1.75,1.71,1.75,1.73,0.02,2.31,138412.59,23996.963,GEB,0.5086,1.72,1.73,2.34,1.72,3.55,1.71,1.74,,,,
300196,长海股份,"Jiangsu Changhai Composite Materials Co., Ltd",3.14,0,3,1,False,8.92,9.21,8.91,9.19,8.91,0.28,3.37,40380.4,36824.141,GEB,1.6034,2.19,8.97,5.03,8.89,5.63,8.72,8.37,,,,
300197,铁汉生态,"Shenzhen Techand Ecology & Environment Co.,Ltd.",1.0,0,2,0,False,3.01,3.05,3.0,3.04,3.01,0.03,1.66,87484.43,26492.824,GEB,0.5249,1.13,3.02,1.33,3.02,1.0,3.02,-0.65,,,,
300207,欣旺达,"Sunwoda Electronic Co.,Ltd",0.26,0,2,2,False,15.45,15.45,14.7,15.39,15.35,0.04,4.89,344515.99,516110.468,GEB,2.4918,1.35,15.21,2.6,15.21,3.99,15.05,3.22,,,,
300214,日科化学,"Shandong Rike Chemical Co.,Ltd.",0.49,0,2,0,False,8.15,8.3,8.02,8.28,8.24,0.04,3.4,52187.71,42640.834,GEB,1.5215,0.82,8.24,0.12,8.28,0.24,8.31,0.0,,,,
300221,银禧科技,"Guangdong Silver Age Sci & Tech Co.,Ltd.",10.05,3,3,2,False,5.66,6.02,5.56,6.02,5.47,0.55,8.41,740039.81,432117.801,GEB,18.0181,8.53,5.49,33.19,5.12,34.98,4.85,26.21,,,,
300230,永利股份,"Shanghai Yongli Belting Co., Ltd.",1.3,0,3,0,False,3.85,3.91,3.81,3.9,3.85,0.05,2.6,48875.57,18867.253,GEB,0.9003,1.54,3.86,2.09,3.85,2.63,3.83,1.83,,,,
300265,通光线缆,"Jiangsu Tongguang Electronic Wire&Cable Co.,Ltd.",0.79,0,3,1,False,7.67,7.7,7.6,7.7,7.64,0.06,1.31,9975.0,7638.292,GEB,0.2962,1.16,7.66,1.72,7.64,2.12,7.6,-1.28,,,,
300274,阳光电源,"Sungrow Power Supply Co., Ltd.",1.99,0,3,1,False,10.09,10.38,10.04,10.24,10.04,0.2,3.39,184632.61,188974.009,GEB,1.7183,1.36,10.09,5.13,9.98,6.67,9.87,3.12,,,,
300275,梅安森,"Chongqing MAS Sci.&Tech.Co.,Ltd.",2.48,0,2,2,False,11.3,11.78,11.02,11.56,11.28,0.28,6.74,149131.37,170512.576,GEB,12.6825,1.46,11.27,5.0,11.21,3.21,11.06,9.16,,,,
300295,三六五网,"Everyday Network Co.,Ltd.",2.94,0,3,0,False,12.22,12.62,12.05,12.62,12.26,0.36,4.65,59939.69,74176.792,GEB,4.0044,1.51,12.38,3.53,12.33,5.61,12.02,8.98,,,,
300315,掌趣科技,"Ourpalm Co., Ltd.",1.81,0,2,2,False,5.55,5.66,5.31,5.63,5.53,0.1,6.33,1347834.21,740571.133,GEB,5.1832,0.97,5.49,6.23,5.43,14.66,5.1,14.9,,,,
300325,德威新材,"Jiangsu Dewei Advanced Materials Co.,Ltd",2.88,0,3,0,False,3.3,3.65,3.27,3.57,3.47,0.1,10.95,755415.66,257527.243,GEB,7.5812,2.3,3.48,15.53,3.33,17.43,3.2,17.82,,,,
300334,津膜科技,"Tianjin Motimo Membrane Technology Co.,Ltd.",0.57,0,2,0,False,7.07,7.12,6.97,7.11,7.07,0.04,2.12,11204.25,7904.211,GEB,0.3837,0.98,7.05,1.57,7.04,1.14,6.95,5.02,,,,
300341,麦克奥迪,"Motic (Xiamen) Electric Group Co.,Ltd",10.02,7,8,8,False,13.95,13.95,13.95,13.95,12.68,1.27,0.0,71072.41,99146.011,GEB,1.3946,2.35,12.72,33.11,11.63,61.09,9.58,105.75,,,,
300355,蒙草生态,"Inner Mongolia M-Grass Ecology and Environment(Group)Co.,Ltd.",2.24,0,3,0,False,3.13,3.22,3.08,3.2,3.13,0.07,4.47,161447.01,51024.801,GEB,1.302,2.14,3.14,4.23,3.12,4.92,3.1,2.24,,,,
300374,恒通科技,"Beijing Hengtong Innovation Luxwood Technology Co., Ltd.",2.0,0,3,3,False,9.02,9.3,8.9,9.16,8.98,0.18,4.45,22811.88,20960.262,GEB,1.3386,2.23,8.99,5.41,8.89,4.81,8.83,7.64,,,,
300388,国祯环保,"Anhui Guozhen Environment Protection Technology Joint Stock Co., Limited.",2.3,0,5,1,False,10.01,10.23,10.01,10.23,10.0,0.23,2.2,36221.56,36727.202,GEB,0.6593,1.21,10.06,3.02,10.0,4.6,9.92,4.49,,,,
300390,天华超净,"Suzhou Ta&A Ultra Clean Technology Co., Ltd.",1.11,0,3,0,False,5.35,5.52,5.35,5.48,5.42,0.06,3.14,116759.72,63417.412,GEB,3.5816,1.5,5.36,6.2,5.29,6.2,5.18,7.87,,,,
300391,康跃科技,"Kangyue Technology Co., Ltd.",1.82,0,6,0,False,6.03,6.17,5.97,6.15,6.04,0.11,3.31,40462.5,24639.79,GEB,1.239,1.15,6.06,2.84,6.01,5.85,5.91,8.27,,,,
300407,凯发电气,"Tianjin Keyvia Electric Co., Ltd",1.21,0,2,0,False,7.46,7.58,7.37,7.55,7.46,0.09,2.82,26945.85,20171.892,GEB,1.3623,1.26,7.46,2.17,7.44,3.42,7.33,6.19,,,,
300415,伊之密,"Guangdong Yizumi Precision Machinery Co.,Ltd.",1.96,0,7,3,False,8.3,8.5,8.14,8.34,8.18,0.16,4.4,91085.13,75668.217,GEB,3.2763,1.06,8.19,3.86,8.07,8.03,7.78,14.56,,,,
300473,德尔股份,"Fuxin Dare Automotive Parts Co., Ltd.",0.82,0,3,2,False,38.9,39.39,38.65,39.15,38.83,0.32,1.91,6963.03,27208.463,GEB,0.6688,0.93,38.92,1.16,38.9,3.19,38.48,4.18,,,,
300476,胜宏科技,"Victory Giant Technology (Huizhou)Co.,Ltd.",1.12,0,2,0,False,14.28,14.47,13.89,14.44,14.28,0.16,4.06,64742.7,92044.848,GEB,0.8523,0.86,14.33,0.28,14.42,-0.69,14.7,-5.0,,,,
300486,东杰智能,"Shanxi Oriental Material Handling Co., Ltd.",1.89,0,2,2,False,18.0,18.38,17.65,18.33,17.99,0.34,4.06,17324.45,31243.257,GEB,1.1692,0.77,18.09,0.88,18.1,-0.54,17.96,5.59,,,,
300490,华自科技,"Hnac Technology Co.,Ltd",0.93,0,2,0,False,10.66,11.23,10.55,10.82,10.72,0.1,6.34,70032.9,75936.202,GEB,2.9857,1.39,10.61,3.34,10.54,5.46,10.78,-4.5,,,,
300506,名家汇,"Shenzhen Minkave Technology Co., Ltd.",2.11,0,3,2,False,8.08,8.34,8.0,8.24,8.07,0.17,4.21,57337.85,47159.001,GEB,1.4321,1.68,8.11,3.26,8.09,2.87,8.05,-3.96,,,,
300527,中国应急,"China Harzone Industry Corp., Ltd",0.62,0,3,0,False,11.02,11.38,11.0,11.28,11.21,0.07,3.39,137694.54,154332.601,GEB,1.5068,1.18,11.2,4.83,11.03,5.72,10.86,6.72,,,,
300548,博创科技,"Broadex Technologies Co., Ltd.",1.83,0,2,0,False,59.87,63.0,57.04,61.76,60.65,1.11,9.83,18287.55,112016.394,GEB,2.2121,1.07,60.9,0.49,60.85,13.11,57.3,18.77,,,,
300575,中旗股份,"Jiangsu Flag Chemical Industry Co.,Ltd.",1.9,0,2,4,False,28.58,29.25,28.57,28.93,28.39,0.54,2.4,20317.4,58847.771,GEB,3.2821,0.85,28.53,1.47,28.7,-1.6,28.53,4.37,,,,
300580,贝斯特,"Wuxi Best Precision Machinery Co., Ltd",0.56,0,2,0,False,14.1,14.39,13.93,14.29,14.21,0.08,3.24,13557.66,19197.607,GEB,2.0509,1.41,14.17,1.42,14.14,3.25,14.18,-0.49,,,,
300637,扬帆新材,"Zhejiang Yangfan New Materials Co., Ltd.",0.42,0,5,1,False,11.96,11.96,11.67,11.93,11.88,0.05,2.44,16170.31,19143.816,GEB,1.2828,0.99,11.88,2.14,11.78,3.83,11.62,6.8,,,,
300643,万通智控,"Hamaton Automotive Technology Co.,Ltd.",0.98,0,3,1,False,11.24,11.96,10.98,11.29,11.18,0.11,8.77,182936.22,209084.846,GEB,21.8471,1.25,11.12,9.08,10.84,10.15,10.56,7.93,,,,
300670,大烨智能,"Jiangsu Daybright Intelligent Electric Co.,Ltd",0.59,0,2,0,False,8.3,8.54,8.3,8.46,8.41,0.05,2.85,14477.2,12217.006,GEB,1.0311,0.78,8.42,-0.12,8.48,-0.47,8.44,-1.4,,,,
300675,建科院,"Shenzhen Institute of Building Research Co.,Ltd.",1.45,0,3,0,False,15.71,16.53,15.3,16.05,15.82,0.23,7.77,72067.87,116313.947,GEB,8.934,1.29,15.86,4.09,15.72,13.11,14.94,18.89,,,,
300702,天宇股份,"Zhejiang Tianyu Pharmaceutical Co., Ltd.",3.05,0,2,0,False,41.01,42.86,39.76,42.6,41.34,1.26,7.5,49489.49,203657.896,GEB,9.3276,2.13,41.52,4.51,41.17,8.56,40.38,7.58,,,,
300727,润禾材料,"Ningbo Runhe High-Tech Materials Co.,Ltd.",1.18,0,3,0,False,14.34,14.65,14.24,14.56,14.39,0.17,2.85,9049.52,13070.91,GEB,2.345,1.31,14.44,1.75,14.39,3.63,14.23,3.12,,,,
300747,锐科激光,"Wuhan Raycus Fiber Laser Technologies Co., Ltd.",0.55,0,2,1,False,100.0,101.0,97.85,99.54,99.0,0.54,3.18,16055.65,160482.393,GEB,1.6315,1.11,98.78,1.77,98.01,4.51,96.43,4.03,,,,
300750,宁德时代,"Contemporary Amperex Technology Co., Limited",3.83,0,3,3,False,81.35,83.65,81.0,83.58,80.5,3.08,3.29,280837.68,2324168.795,GEB,2.3353,1.57,80.41,9.54,78.89,14.7,76.24,13.41,,,,
300769,德方纳米,"Shenzhen Dynanonic Co.,Ltd",1.54,0,3,0,False,81.62,85.58,80.51,84.48,83.2,1.28,6.09,12981.97,108453.885,GEB,12.144,1.76,83.21,4.71,82.21,6.47,81.17,7.81,,,,
600000,浦发银行,"Shanghai Pudong Development Bank Co.,Ltd.",0.67,0,2,2,False,12.03,12.14,12.0,12.07,11.99,0.08,1.17,251532.56,303962.341,SH,0.0895,0.78,12.01,0.25,12.06,-1.39,12.13,-1.79,,,,
600010,包钢股份,"Inner Mongolia Baotou Steel Union Co.,Ltd",3.08,0,3,0,False,1.29,1.36,1.29,1.34,1.3,0.04,5.38,4088811.04,545067.009,SH,1.2908,2.46,1.31,5.51,1.3,5.51,1.27,5.51,,,,
600011,华能国际,"Huaneng Power International,Inc.",1.36,0,6,2,False,5.88,5.96,5.88,5.95,5.87,0.08,1.36,241684.1,143374.271,SH,0.2198,1.2,5.89,3.66,5.82,7.59,5.69,4.94,,,,
600012,皖通高速,Anhui Expressway Company Limited,1.8,0,2,0,False,5.55,5.66,5.53,5.65,5.55,0.1,2.34,29961.68,16811.618,SH,0.257,1.87,5.58,2.17,5.58,0.89,5.59,1.07,,,,
